,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),toDrop
465,-200,-200,747,540,949,1104,117,5298,14,387,8,1
466,69,41,693,529,897,1101,122,5277,13,372,-200,1
467,71,52,691,605,956,1117,129,5037,23,339,7,0
468,98,111,1013,779,1054,1266,113,5376,53,403,11,0
469,115,191,1311,1096,1343,1587,119,5341,134,384,26,0
470,130,244,1675,1399,1584,1947,133,5416,238,356,4,0
471,150,283,1689,1337,1556,1852,163,5305,215,288,42,0
472,159,320,1688,1324,1565,1872,179,5741,210,282,47,0
473,146,249,1548,1251,1429,1754,183,5529,184,266,39,0
474,138,219,1490,1267,1419,1763,208,5463,189,225,37,0
475,128,200,1354,1213,1373,1711,224,5352,171,200,34,0
476,97,138,1014,992,1185,1448,209,5295,104,217,22,0
477,91,118,831,897,1122,1372,191,5790,80,265,19,0
478,81,99,699,820,1085,1325,181,6295,62,306,16,0
479,99,112,926,968,1249,1527,173,6788,97,347,21,0
480,101,117,928,962,1236,1532,158,7228,96,404,22,0
481,106,129,1038,1047,1334,1638,159,7541,119,420,27,0
482,102,132,1035,928,1264,1534,159,7790,87,435,24,0
483,84,73,789,746,1073,1360,150,7833,47,461,13,0
484,81,68,692,701,1053,1323,151,7574,38,446,12,0
485,91,80,764,747,1098,1360,149,7302,47,435,15,0
486,82,68,639,702,1029,1287,148,6850,38,410,13,0
487,64,44,541,631,973,1240,148,6814,27,408,1,0
488,70,47,678,639,972,1256,148,6834,28,408,9,0
489,-200,-200,381,496,832,1066,142,5823,10,361,5,1
490,26,15,343,477,851,1064,145,5928,8,361,5,0
491,58,44,436,545,909,1131,146,5947,15,360,6,0
492,93,85,688,684,1038,1279,144,6291,35,385,1,0
493,110,207,1438,1168,1636,1926,138,9129,156,582,31,0
494,115,230,1489,1295,1580,1957,132,9256,199,611,41,0
495,125,181,1093,924,1262,1576,104,9384,86,744,22,0
496,118,144,965,837,1197,1498,115,9582,65,710,17,0
497,109,140,1004,886,1277,1579,122,9924,77,700,19,0
498,123,204,1166,1025,1430,1772,123,10442,113,733,29,0
499,114,149,991,944,1242,1638,113,10411,91,781,22,0
500,114,171,1054,1023,1349,1748,136,10746,112,692,26,0
501,119,195,1192,1100,1390,1799,149,9974,135,593,31,0
502,111,152,1055,980,1224,1637,157,8997,101,509,23,0
503,103,128,1048,1026,1253,1681,152,9087,113,529,24,0
504,103,121,1073,1041,1312,1712,155,8881,118,508,28,0
505,107,142,1068,1033,1254,1669,143,8581,115,529,27,0
506,105,131,1019,953,1198,1588,132,8446,93,560,23,0
507,91,81,833,787,1060,1418,126,8315,55,570,15,0
508,79,60,759,769,1050,1409,123,8224,51,578,14,0
509,79,57,749,754,1029,1395,120,8164,48,584,12,0
510,86,96,978,825,1143,1477,120,8593,63,616,16,0
511,70,85,944,770,1044,1425,115,8652,51,639,12,0
512,55,50,891,716,1034,1405,107,8630,41,672,11,0
513,-200,-200,849,713,956,1422,90,8394,40,731,9,1
514,49,57,790,615,909,1322,102,8299,24,666,7,0
515,50,64,852,648,996,1340,110,8325,29,637,9,0
516,67,153,987,876,1154,1561,96,8243,74,688,17,0
517,94,342,1435,1291,1510,1949,95,8273,198,696,42,0
518,119,378,1798,1595,1722,2439,119,8455,319,609,62,0
519,139,304,1677,1323,1512,2001,162,8892,210,486,46,0
520,113,192,1282,1040,1258,1701,192,8693,117,396,28,0
521,88,130,871,850,1094,1489,197,8743,68,384,16,0
522,73,106,759,875,1129,1524,206,8797,74,367,17,0
523,73,102,790,924,1125,1542,218,8771,86,339,17,0
524,72,99,-200,-200,-200,-200,-200,-200,-2000,-200,17,1
525,81,108,-200,-200,-200,-200,-200,-200,-2000,-200,19,1
526,93,131,-200,-200,-200,-200,-200,-200,-2000,-200,23,1
527,106,163,1187,1193,1308,1193,236,7913,164,275,33,0
528,132,211,1399,1331,1529,2028,228,8814,212,321,42,0
529,164,267,1644,1429,1592,2089,208,8878,250,367,55,0
530,161,269,1599,1302,1536,1922,183,8493,202,409,49,0
531,124,154,1223,1007,1192,1604,168,8341,108,440,25,0
532,113,127,1200,976,1186,1570,158,8569,99,480,2,0
533,103,122,1118,920,1203,1529,149,8757,85,520,2,0
534,104,126,1067,899,1139,1514,141,8701,80,544,2,0
535,93,84,1048,795,1072,1442,133,8922,56,588,13,0
536,60,58,718,667,954,1350,133,9229,32,609,1,0
537,-200,-200,797,673,951,1381,118,8869,33,643,9,1
538,52,37,749,638,926,1342,112,8775,28,659,-200,1
539,66,56,737,628,968,1372,113,9738,26,729,7,0
540,82,91,903,727,1067,1448,114,9671,43,718,11,0
541,109,159,1159,1083,1386,1833,119,10254,130,737,26,0
542,114,190,1365,1306,1474,2060,126,10221,203,702,39,0
543,139,249,1510,1316,1569,2054,136,10136,207,653,5,0
544,127,196,1386,1177,1375,1898,169,10013,159,523,33,0
545,127,180,1368,1123,1328,1821,194,9855,142,441,29,0
546,135,167,1347,1176,1341,1825,229,9322,159,338,31,0
547,130,159,1242,1183,1297,1773,236,9001,161,313,3,0
548,126,152,1138,1139,1303,1761,247,9371,147,305,27,0
549,121,149,1080,1116,1281,1703,261,9101,140,273,27,0
550,122,143,1002,1103,1248,1632,276,8288,136,228,26,0
551,138,185,1212,1288,1382,1799,269,7792,197,223,37,0
552,165,223,1486,1385,1491,1915,243,9012,233,301,45,0
553,154,215,1567,1407,1620,2052,212,9978,241,401,47,0
554,168,271,1723,1439,1693,2083,194,9483,254,425,55,0
555,146,180,1399,1121,1374,1685,185,9074,141,430,3,0
556,124,115,1291,982,1287,1582,178,9467,101,470,19,0
557,124,149,1443,1052,1408,1684,168,10100,121,532,23,0
558,106,98,1270,941,1254,1566,171,9990,90,518,16,0
559,88,73,1110,827,1141,1488,162,9933,63,542,13,0
560,83,69,1060,777,1141,1455,151,9886,53,582,12,0
561,-200,-200,965,697,1042,1410,151,9796,38,576,9,1
562,74,60,891,651,986,1380,145,9488,30,580,8,0
563,64,56,905,673,1005,1387,137,9631,33,616,8,0
564,69,73,899,683,1041,1398,139,9408,35,596,9,0
565,91,159,1136,959,1272,1660,133,9399,95,617,2,0
566,96,203,1391,1154,1436,1872,151,9486,152,558,3,0
567,106,211,1460,1126,1472,1816,170,9684,143,505,31,0
568,-200,-200,1410,1023,1418,1720,197,9837,112,433,-200,1
569,-200,-200,1372,1030,1410,1743,207,10092,114,417,-200,1
570,-200,-200,1266,1096,1438,1779,233,10098,134,358,-200,1
571,-200,-200,1014,1000,1278,1621,238,8897,106,305,-200,1
572,-200,-200,870,1006,1257,1573,248,8325,108,270,-200,1
573,-200,-200,905,1046,1331,1635,250,8575,119,275,-200,1
574,-200,-200,991,1102,1361,1704,258,8675,135,265,-200,1
575,-200,-200,1076,1156,1398,1722,251,8496,152,271,-200,1
576,-200,-200,1249,1213,1483,1798,237,8273,171,286,-200,1
577,-200,-200,1548,1471,1697,2153,221,9681,267,368,-200,1
578,-200,-200,1300,1124,1459,1823,199,10912,142,475,-200,1
579,-200,-200,1029,918,1268,1602,187,10772,85,504,-200,1
580,-200,-200,1207,1128,1469,1870,181,10587,143,513,-200,1
581,-200,-200,1047,952,1316,1644,175,10648,93,538,-200,1
582,-200,-200,923,892,1224,1580,167,10634,78,565,-200,1
583,-200,-200,862,843,1215,1551,159,10635,67,592,-200,1
584,-200,-200,752,782,1115,1500,152,10726,54,624,-200,1
585,-200,-200,791,793,1124,1521,147,10766,56,650,-200,1
586,-200,-200,697,682,1028,1448,143,10594,35,653,-200,1
587,-200,-200,664,650,1010,1434,137,10393,30,665,-200,1
588,-200,-200,891,731,1074,1488,129,10264,44,691,-200,1
589,-200,-200,813,684,1034,1423,137,10135,35,648,-200,1
590,-200,-200,828,720,1130,1461,153,10181,42,590,-200,1
591,-200,-200,1057,900,1275,1634,181,10272,80,498,-200,1
592,-200,-200,1011,939,1324,1658,215,10301,90,407,-200,1
593,-200,-200,932,902,1268,1589,233,10457,81,371,-200,1
594,-200,-200,881,924,1272,1603,251,10594,86,338,-200,1
595,-200,-200,646,860,1160,1531,256,10393,71,321,-200,1
596,-200,-200,536,792,1136,1476,258,10143,56,311,-200,1
597,-200,-200,746,977,1296,1642,261,10253,100,308,-200,1
598,-200,-200,833,996,1345,1678,244,10850,105,360,-200,1
599,-200,-200,802,983,1296,1626,230,10053,101,362,-200,1
600,-200,-200,838,977,1258,1636,221,10336,100,393,-200,1
601,-200,-200,1051,1085,1420,1756,198,10208,130,446,-200,1
602,-200,-200,1041,997,1366,1673,185,10323,105,489,-200,1
603,-200,-200,646,772,1113,1493,166,10481,52,561,-200,1
604,-200,-200,769,853,1196,1556,158,10464,69,588,-200,1
605,-200,-200,785,829,1188,1540,153,10501,64,608,-200,1
606,-200,-200,613,750,1102,1470,147,10717,47,644,-200,1
607,-200,-200,430,611,969,1330,148,10584,24,633,-200,1
608,-200,-200,485,600,983,1375,150,10418,22,615,-200,1
609,-200,-200,467,505,876,1294,155,9961,11,569,-200,1
610,-200,-200,436,489,884,1278,160,9742,9,540,-200,1
611,-200,-200,682,658,1024,1417,135,9809,31,639,-200,1
612,-200,-200,927,822,1126,1541,129,9688,62,653,-200,1
613,-200,-200,1192,1089,1415,1795,134,9582,132,625,-200,1
614,-200,-200,1615,1449,1631,2299,145,9630,258,588,-200,1
615,-200,-200,1505,1247,1499,1972,153,9773,182,567,-200,1
616,124,236,1451,1127,1461,1836,156,10075,143,574,31,0
617,121,228,1409,1107,1430,1853,166,10382,137,552,3,0
618,114,206,1434,1171,1498,1942,170,10434,157,543,32,0
619,114,188,1457,1162,1454,1915,180,10552,154,515,31,0
620,106,158,1325,1069,1402,1793,195,10653,126,475,25,0
621,89,124,1120,971,1327,1705,216,10606,98,417,21,0
622,82,98,931,963,1273,1662,222,10106,96,383,2,0
623,111,160,1212,1190,1457,1877,203,10053,163,428,32,0
624,132,194,1353,1290,1543,2011,197,10312,198,454,41,0
625,121,174,1359,1239,1499,1957,188,10199,180,475,39,0
626,116,157,1273,1102,1378,1796,179,10064,136,494,31,0
627,100,109,1079,928,1243,1622,175,10090,87,509,2,0
628,89,85,973,885,1196,1589,174,10230,77,518,17,0
629,92,90,951,869,1137,1554,170,10363,73,539,16,0
630,71,61,714,718,1015,1428,166,10408,41,554,1,0
631,51,36,579,635,978,1382,159,10224,27,570,8,0
632,39,25,542,547,933,1336,150,10059,15,592,5,0
633,-200,-200,562,579,927,1370,145,10041,19,614,5,1
634,35,24,526,569,908,1360,141,9883,18,616,5,0
635,64,73,659,677,980,1435,146,9711,34,588,8,0
636,94,164,1012,920,1236,1641,144,9594,85,589,17,0
637,134,329,1564,1407,1664,2198,153,9538,241,552,45,0
638,129,302,1806,1636,1757,2560,162,9576,337,525,62,0
639,125,256,1604,1350,1524,2096,184,9734,220,463,44,0
640,107,182,1288,1119,1329,1823,196,9407,141,418,29,0
641,78,105,931,884,1167,1580,202,9370,76,401,16,0
642,91,136,1162,1132,1369,1818,209,8939,145,366,26,0
643,116,167,1064,1103,1284,1704,204,8229,136,347,29,0
644,131,166,913,1032,1221,1630,193,7813,115,354,25,0
645,113,115,684,947,1096,1519,186,7829,92,369,19,0
646,98,109,710,988,1143,1590,188,7883,103,368,19,0
647,116,143,923,1116,1251,1716,175,8068,140,406,27,0
648,120,159,1006,1148,1268,1776,168,8428,150,443,3,0
649,126,181,1083,1150,1314,1784,163,8746,151,477,33,0
650,126,178,1161,1142,1315,1807,156,8947,148,507,32,0
651,90,91,800,918,1095,1527,157,8768,85,494,18,0
652,81,76,647,808,1027,1458,158,8653,59,486,13,0
653,74,66,649,752,1012,1393,157,8325,48,470,11,0
654,67,56,575,710,948,1352,157,8121,40,459,9,0
655,46,35,455,603,889,1271,156,7920,23,449,7,0
656,30,21,392,538,830,1214,156,7827,14,444,4,0
657,-200,-200,340,464,801,1154,161,7718,7,424,3,1
658,19,12,320,468,804,1166,157,8063,7,454,3,0
659,32,22,331,478,824,1200,153,8617,8,501,3,0
660,61,55,426,688,1000,1398,142,9443,36,586,8,0
661,111,152,830,1082,1307,1769,143,9431,129,582,28,0
662,102,153,1006,1171,1286,1821,150,8817,157,520,31,0
663,116,152,820,925,1150,1576,136,9519,86,614,23,0
664,96,112,737,876,1087,1554,161,9675,74,531,16,0
665,97,119,790,839,1016,1448,166,8294,66,443,15,0
666,110,122,760,892,1029,1474,174,7922,78,403,16,0
667,103,115,767,943,1109,1604,181,8679,91,422,18,0
668,79,84,626,817,997,1426,144,8433,61,518,14,0
669,104,146,776,880,1177,1552,109,9953,75,764,19,0
670,69,65,589,808,1045,1421,164,8819,59,477,12,0
671,96,120,872,1073,1171,1623,180,7598,127,371,23,0
672,121,185,996,1101,1221,1700,147,8089,135,487,33,0
673,129,157,1033,1133,1262,1748,113,9514,145,713,31,0
674,116,174,982,1013,1207,1632,100,9087,110,740,33,0
675,71,62,518,666,956,1282,98,8702,32,718,12,0
676,85,81,631,727,1020,1391,93,8796,43,752,13,0
677,101,118,879,861,1107,1510,96,9088,71,760,19,0
678,97,95,839,752,1020,1398,93,8799,48,750,14,0
679,89,84,876,798,1051,1455,90,8825,57,767,15,0
680,72,56,827,716,965,1383,82,8672,41,796,11,0
681,-200,-200,781,672,890,1338,76,8437,33,806,8,1
682,57,43,699,568,823,1263,83,8302,18,756,-200,1
683,62,69,723,642,869,1288,81,7798,28,721,8,0
684,64,74,797,754,939,1384,81,7609,48,704,11,0
685,80,161,1138,1109,1274,1723,81,7627,138,705,26,0
686,118,308,1605,1482,1512,2189,99,7859,271,643,51,0
687,130,300,1569,1271,1435,1885,130,8090,191,542,42,0
688,113,189,1319,1041,1207,1620,165,7912,117,426,26,0
689,112,164,1198,1075,1223,1678,193,7566,127,342,24,0
690,96,122,958,1026,1121,1541,215,6941,113,274,21,0
691,125,166,1068,1123,1176,1609,204,6323,142,267,26,0
692,128,181,1010,1114,1144,1551,206,5432,139,226,28,0
693,101,127,928,1089,1136,1552,206,5931,132,248,25,0
694,95,106,816,1004,1085,1454,210,6264,107,254,19,0
695,138,192,1216,1287,1297,1798,215,6203,197,245,36,0
696,154,241,1463,1404,1408,1972,193,6357,240,286,46,0
697,171,326,1791,1530,1618,2167,180,6737,291,329,63,0
698,136,232,1425,1172,1319,1699,158,7096,158,398,43,0
699,93,92,922,857,1045,1410,153,7194,70,415,16,0
700,99,95,971,824,1058,1411,141,7363,63,460,14,0
701,106,129,-200,-200,-200,-200,-200,-200,-2000,-200,2,1
702,109,154,-200,-200,-200,-200,-200,-200,-2000,-200,24,1
703,97,118,-200,-200,-200,-200,-200,-200,-2000,-200,18,1
704,83,69,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
705,-200,-200,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
706,79,97,-200,-200,-200,-200,-200,-200,-2000,-200,1,1
707,84,145,-200,-200,-200,-200,-200,-200,-2000,-200,9,1
708,86,169,-200,-200,-200,-200,-200,-200,-2000,-200,15,1
709,111,250,-200,-200,-200,-200,-200,-200,-2000,-200,26,1
710,117,215,-200,-200,-200,-200,-200,-200,-2000,-200,29,1
711,122,237,-200,-200,-200,-200,-200,-200,-2000,-200,27,1
712,119,190,-200,-200,-200,-200,-200,-200,-2000,-200,24,1
713,121,219,-200,-200,-200,-200,-200,-200,-2000,-200,26,1
714,127,294,-200,-200,-200,-200,-200,-200,-2000,-200,41,1
715,135,253,-200,-200,-200,-200,-200,-200,-2000,-200,43,1
716,119,176,-200,-200,-200,-200,-200,-200,-2000,-200,22,1
717,137,243,-200,-200,-200,-200,-200,-200,-2000,-200,34,1
718,139,214,-200,-200,-200,-200,-200,-200,-2000,-200,36,1
719,117,141,-200,-200,-200,-200,-200,-200,-2000,-200,25,1
720,127,166,-200,-200,-200,-200,-200,-200,-2000,-200,28,1
721,137,197,-200,-200,-200,-200,-200,-200,-2000,-200,34,1
722,127,191,-200,-200,-200,-200,-200,-200,-2000,-200,3,1
723,107,159,-200,-200,-200,-200,-200,-200,-2000,-200,21,1
724,102,175,-200,-200,-200,-200,-200,-200,-2000,-200,24,1
725,95,157,1151,917,1176,1560,120,9523,84,679,23,0
726,79,83,975,783,1047,1449,120,9336,54,669,13,0
727,78,118,1034,854,1116,1533,115,9503,69,701,17,0
728,75,101,980,832,1074,1507,114,9390,64,698,17,0
729,-200,-200,825,687,922,1390,111,9128,36,693,1,1
730,52,46,807,669,898,1386,108,9092,33,703,8,0
731,55,81,842,708,970,1435,102,9129,40,734,1,0
732,65,112,950,812,1073,1500,108,9142,60,705,14,0
733,72,150,1024,906,1081,1591,110,9279,82,710,17,0
734,76,138,1098,976,1159,1663,124,9206,99,640,2,0
735,84,124,1011,931,1112,1588,150,8993,88,531,2,0
736,90,124,931,917,1112,1542,166,8313,84,444,19,0
737,89,115,811,877,1063,1481,180,7862,75,384,21,0
738,87,101,756,892,1032,1457,206,7213,78,300,18,0
739,88,90,607,829,936,1336,199,6137,64,267,15,0
740,81,90,498,766,883,1238,198,5283,51,231,13,0
741,89,89,540,852,942,1318,214,5722,69,227,14,0
742,91,92,544,850,943,1296,221,5605,68,213,15,0
743,104,103,620,875,1007,1357,211,6040,74,245,17,0
744,111,122,740,927,1037,1426,183,6562,87,316,2,0
745,129,159,921,1022,1127,1534,161,6372,112,350,25,0
746,133,172,1033,996,1123,1551,148,6929,105,415,24,0
747,115,125,984,909,1110,1487,132,7577,82,503,2,0
748,125,187,1193,1037,1247,1618,123,7916,116,555,29,0
749,117,174,1219,967,1220,1545,118,7833,97,566,25,0
750,84,75,913,770,1028,1326,112,7469,51,562,14,0
751,63,48,750,711,978,1304,110,7418,40,566,12,0
752,68,61,772,694,949,1310,93,7531,37,643,1,0
753,-200,-200,712,709,910,1329,88,7501,40,660,1,1
754,52,38,712,651,863,1286,78,7463,30,704,-200,1
755,49,38,727,643,836,1306,77,7463,29,707,7,0
756,49,41,746,644,856,1301,74,7346,29,710,8,0
757,52,51,733,651,888,1298,82,7283,30,666,9,0
758,58,61,727,694,912,1343,87,7267,37,643,11,0
759,51,47,642,706,938,1320,130,7116,39,479,1,0
760,77,87,810,823,1053,1386,174,6990,62,354,16,0
761,90,107,851,870,1087,1412,202,6830,73,292,18,0
762,118,161,911,945,1153,1425,227,6224,92,229,26,0
763,70,61,611,710,894,1200,223,5955,40,224,11,0
764,35,26,368,606,797,1076,222,4993,23,189,6,0
765,46,42,369,658,854,1108,220,4969,31,190,9,0
766,58,55,394,665,892,1150,210,5788,32,236,1,0
767,61,65,415,672,935,1183,196,6162,33,274,12,0
768,80,75,469,709,989,1233,179,6258,40,308,14,0
769,93,93,607,797,1063,1285,164,6532,57,353,2,0
770,78,63,498,674,922,1205,156,6575,34,375,11,0
771,76,60,481,680,925,1217,155,6438,35,367,11,0
772,74,63,465,648,924,1186,145,6428,29,390,11,0
773,81,66,478,661,914,1187,142,6163,31,382,11,0
774,58,41,366,556,840,1094,137,5957,16,383,7,0
775,59,42,332,514,799,1036,141,5442,11,340,6,0
776,54,36,346,581,856,1111,146,5605,20,340,7,0
777,-200,-200,350,560,830,1066,144,5364,17,328,6,1
778,25,16,274,462,753,955,139,4868,7,309,3,0
779,26,16,263,448,785,1003,135,5852,5,379,3,0
780,49,33,314,472,835,1117,139,6871,7,436,4,0
781,53,39,367,494,865,1185,135,7706,9,501,5,0
782,57,45,432,541,922,1246,133,8169,15,536,6,0
783,73,63,536,598,975,1293,134,8576,22,560,8,0
784,78,71,555,646,1040,1325,130,8860,29,596,1,0
785,93,104,677,707,1115,1384,127,9173,39,627,13,0
786,71,85,557,641,1004,1305,121,8505,28,605,11,0
787,56,53,421,536,895,1229,112,8537,14,644,6,0
788,60,58,423,563,917,1257,107,8703,17,676,7,0
789,77,89,519,689,1025,1325,114,8236,36,612,12,0
790,82,96,533,660,1035,1301,99,8581,31,705,14,0
791,77,88,537,682,1025,1313,103,8151,35,652,12,0
792,91,100,612,705,1040,1324,110,7714,39,589,13,0
793,93,127,697,776,1070,1369,106,7595,52,595,18,0
794,82,88,573,692,964,1292,106,7362,37,577,12,0
795,74,66,489,635,904,1233,106,7149,27,561,8,0
796,68,61,474,626,913,1234,103,7239,26,580,8,0
797,65,54,455,610,914,1230,104,7352,24,584,8,0
798,58,46,433,587,893,1219,107,7459,20,582,7,0
799,36,25,376,532,844,1176,105,7624,13,599,5,0
800,29,18,360,518,837,1182,105,7704,12,608,3,0
801,-200,-200,384,530,868,1215,106,8068,13,631,4,1
802,28,21,363,489,825,1171,111,7925,9,601,3,0
803,68,76,525,656,956,1356,101,8443,31,684,7,0
804,99,149,873,853,1124,1531,100,8456,69,687,16,0
805,130,328,1399,1272,1496,2011,110,8398,191,642,39,0
806,128,282,1501,1354,1452,2057,120,8138,221,581,45,0
807,120,206,1186,1042,1172,1641,128,7643,118,520,27,0
808,93,133,911,871,1020,1426,126,7387,73,508,16,0
809,96,137,919,900,1044,1471,138,7435,80,474,16,0
810,84,116,791,866,1020,1429,151,7294,72,427,16,0
811,87,112,751,885,1009,1439,163,7006,77,381,15,0
812,87,128,805,966,1073,1537,166,6867,97,367,18,0
813,103,145,966,971,1098,1527,158,7241,98,405,21,0
814,88,110,869,887,1061,1462,163,7712,77,418,17,0
815,118,184,1196,1158,1289,1791,161,7783,153,428,3,0
816,134,243,1523,1337,1442,2004,153,8074,215,468,46,0
817,144,259,1579,1343,1479,1995,147,7815,217,470,5,0
818,129,205,1370,1138,1266,1747,141,7931,146,496,35,0
819,108,144,1204,952,1149,1577,135,8351,93,541,21,0
820,104,152,1201,954,1168,1586,123,8461,94,592,21,0
821,90,108,1122,847,1079,1463,116,8510,68,622,15,0
822,74,64,1003,760,1047,1379,115,8303,49,614,11,0
823,73,73,918,705,936,1364,109,8395,39,646,9,0
824,60,47,836,635,900,1307,111,8331,27,632,7,0
825,-200,-200,759,576,839,1285,107,8284,19,644,4,1
826,57,45,755,563,840,1275,107,8174,17,638,-200,1
827,62,79,820,670,905,1346,102,8196,33,658,9,0
828,71,113,998,875,1079,1535,103,8225,74,656,16,0
829,94,263,1403,1246,1417,1921,108,8307,182,640,39,0
830,99,275,1641,1497,1529,2278,133,8453,277,556,5,0
831,119,263,1534,1248,1397,1906,158,8328,183,468,43,0
832,103,183,1257,1061,1214,1662,195,7738,123,344,27,0
833,95,147,1026,935,1109,1518,211,7450,89,302,21,0
834,95,132,993,993,1122,1571,184,7185,104,342,21,0
835,-200,-200,919,966,1094,1519,210,7538,97,306,-200,1
836,-200,-200,1032,1076,1164,1653,214,7231,128,287,-200,1
837,-200,-200,1077,1082,1188,1653,213,6856,129,273,-200,1
838,-200,-200,883,934,1098,1497,204,7193,89,304,-200,1
839,-200,-200,1036,1014,1180,1595,187,7436,110,348,-200,1
840,-200,-200,1144,1072,1195,1609,186,7369,126,347,-200,1
841,-200,-200,1212,1095,1234,1638,179,7276,133,358,-200,1
842,-200,-200,1486,1242,1425,1858,165,7856,181,421,-200,1
843,-200,-200,1440,1085,1320,1689,148,8321,130,497,-200,1
844,-200,-200,1242,892,1158,1494,134,8291,78,543,-200,1
845,-200,-200,1089,805,1060,1418,134,8319,58,542,-200,1
846,-200,-200,993,746,1036,1364,123,8223,47,576,-200,1
847,-200,-200,862,660,943,1297,116,7996,31,588,-200,1
848,-200,-200,815,591,899,1259,107,7988,21,623,-200,1
849,-200,-200,714,559,889,1241,102,7865,17,632,-200,1
850,-200,-200,682,527,847,1216,105,7761,13,613,-200,1
851,-200,-200,744,625,918,1298,93,7722,26,658,-200,1
852,-200,-200,1050,897,1105,1510,91,7814,79,674,-200,1
853,-200,-200,1522,1335,1491,2001,102,7831,214,629,-200,1
854,-200,-200,1623,1355,1508,2034,116,7999,221,587,-200,1
855,114,309,1638,1270,1489,1889,135,8196,191,534,39,0
856,127,327,1633,1219,1451,1804,150,8364,173,493,38,0
857,135,299,1654,1225,1454,1809,171,8120,175,421,38,0
858,135,257,1559,1210,1392,1792,184,7758,170,369,39,0
859,120,195,1374,1210,1351,1783,193,7824,170,354,35,0
860,129,231,1418,1282,1418,1890,192,7826,195,357,4,0
861,114,170,1228,1143,1303,1734,215,7677,148,304,3,0
862,129,192,1293,1116,1292,1676,196,7807,140,346,31,0
863,149,251,1642,1413,1560,2046,196,8017,244,355,52,0
864,149,289,1895,1507,1765,2271,183,9183,281,441,59,0
865,158,351,2086,1637,1875,2446,174,9392,337,478,73,0
866,148,319,1898,1409,1746,2119,168,9446,242,498,61,0
867,134,264,1758,1290,1607,1960,162,9723,198,532,46,0
868,111,144,1284,952,1277,1607,149,9928,93,591,25,0
869,106,119,1075,868,1207,1532,139,10130,73,640,22,0
870,108,120,1084,863,1209,1547,137,10410,71,668,2,0
871,93,96,1049,844,1189,1566,134,10688,67,696,19,0
872,83,77,1021,810,1132,1532,128,10632,60,719,16,0
873,-200,-200,778,635,974,1387,129,10155,27,685,1,1
