,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),NMHC(GT),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),target
436,80,63,544,666,65,960,1224,119,6449,32,465,11,11
437,77,63,500,648,57,942,1204,115,6319,29,466,11,11
438,58,46,417,598,40,888,1156,106,6135,22,480,9,11
439,31,21,341,524,27,818,1071,107,5895,13,458,6,9
440,38,22,352,509,23,840,1076,104,5901,11,466,5,6
441,0,0,397,524,28,894,1095,101,5913,13,478,7,5
442,59,39,502,516,21,864,1153,113,6280,12,469,6,7
443,70,55,648,559,33,898,1180,101,6341,17,512,7,6
444,75,76,760,643,40,946,1232,99,6167,29,507,9,7
445,103,181,1183,1125,279,1309,1687,81,6150,143,568,29,9
446,134,259,1431,1289,743,1326,1806,109,5748,197,441,41,29
447,98,118,705,786,147,966,1258,118,5184,55,376,15,41
448,97,119,637,793,97,975,1254,139,5222,56,332,15,15
449,98,123,658,803,118,988,1293,156,5285,58,301,15,15
450,78,92,546,786,91,971,1272,165,5406,55,290,14,15
451,83,91,561,833,146,1010,1332,175,5517,65,279,16,14
452,92,103,532,790,139,984,1268,179,5446,55,268,15,16
453,81,102,535,776,155,962,1247,182,5387,52,261,14,15
454,90,94,525,801,128,1012,1289,180,5522,58,271,15,14
455,95,98,603,896,166,1058,1358,170,5558,79,289,19,15
456,114,126,802,985,299,1173,1477,161,5680,102,313,25,19
457,106,108,796,907,163,1127,1404,145,5839,82,354,21,25
458,99,95,689,797,154,1020,1302,132,5733,57,379,16,21
459,90,78,553,700,80,949,1178,131,5170,38,344,12,16
460,82,61,509,710,58,930,1137,135,4405,40,285,11,12
461,74,55,455,643,55,900,1089,124,4583,28,319,1,11
462,76,57,425,630,33,899,1050,131,4023,26,268,1,1
463,66,41,436,569,33,866,1055,116,4595,18,336,7,1
464,73,46,618,563,32,900,1130,105,5442,17,429,7,7
465,0,0,747,540,25,949,1104,117,5298,14,387,8,7
466,69,41,693,529,29,897,1101,122,5277,13,372,0,8
467,71,52,691,605,26,956,1117,129,5037,23,339,7,0
468,98,111,1013,779,86,1054,1266,113,5376,53,403,11,7
469,115,191,1311,1096,294,1343,1587,119,5341,134,384,26,11
470,130,244,1675,1399,664,1584,1947,133,5416,238,356,4,26
471,150,283,1689,1337,695,1556,1852,163,5305,215,288,42,4
472,159,320,1688,1324,735,1565,1872,179,5741,210,282,47,42
473,146,249,1548,1251,649,1429,1754,183,5529,184,266,39,47
474,138,219,1490,1267,586,1419,1763,208,5463,189,225,37,39
475,128,200,1354,1213,546,1373,1711,224,5352,171,200,34,37
476,97,138,1014,992,245,1185,1448,209,5295,104,217,22,34
477,91,118,831,897,178,1122,1372,191,5790,80,265,19,22
478,81,99,699,820,130,1085,1325,181,6295,62,306,16,19
479,99,112,926,968,151,1249,1527,173,6788,97,347,21,16
480,101,117,928,962,272,1236,1532,158,7228,96,404,22,21
481,106,129,1038,1047,301,1334,1638,159,7541,119,420,27,22
482,102,132,1035,928,237,1264,1534,159,7790,87,435,24,27
483,84,73,789,746,95,1073,1360,150,7833,47,461,13,24
484,81,68,692,701,68,1053,1323,151,7574,38,446,12,13
485,91,80,764,747,101,1098,1360,149,7302,47,435,15,12
486,82,68,639,702,81,1029,1287,148,6850,38,410,13,15
487,64,44,541,631,50,973,1240,148,6814,27,408,1,13
488,70,47,678,639,66,972,1256,148,6834,28,408,9,1
489,0,0,381,496,22,832,1066,142,5823,10,361,5,9
490,26,15,343,477,18,851,1064,145,5928,8,361,5,5
491,58,44,436,545,31,909,1131,146,5947,15,360,6,5
492,93,85,688,684,57,1038,1279,144,6291,35,385,1,6
493,110,207,1438,1168,342,1636,1926,138,9129,156,582,31,1
494,115,230,1489,1295,644,1580,1957,132,9256,199,611,41,31
495,125,181,1093,924,216,1262,1576,104,9384,86,744,22,41
496,118,144,965,837,117,1197,1498,115,9582,65,710,17,22
497,109,140,1004,886,156,1277,1579,122,9924,77,700,19,17
498,123,204,1166,1025,332,1430,1772,123,10442,113,733,29,19
499,114,149,991,944,232,1242,1638,113,10411,91,781,22,29
500,114,171,1054,1023,295,1349,1748,136,10746,112,692,26,22
501,119,195,1192,1100,386,1390,1799,149,9974,135,593,31,26
502,111,152,1055,980,278,1224,1637,157,8997,101,509,23,31
503,103,128,1048,1026,263,1253,1681,152,9087,113,529,24,23
504,103,121,1073,1041,322,1312,1712,155,8881,118,508,28,24
505,107,142,1068,1033,226,1254,1669,143,8581,115,529,27,28
506,105,131,1019,953,221,1198,1588,132,8446,93,560,23,27
507,91,81,833,787,109,1060,1418,126,8315,55,570,15,23
508,79,60,759,769,105,1050,1409,123,8224,51,578,14,15
509,79,57,749,754,84,1029,1395,120,8164,48,584,12,14
510,86,96,978,825,106,1143,1477,120,8593,63,616,16,12
511,70,85,944,770,100,1044,1425,115,8652,51,639,12,16
512,55,50,891,716,71,1034,1405,107,8630,41,672,11,12
513,0,0,849,713,72,956,1422,90,8394,40,731,9,11
514,49,57,790,615,44,909,1322,102,8299,24,666,7,9
515,50,64,852,648,45,996,1340,110,8325,29,637,9,7
516,67,153,987,876,134,1154,1561,96,8243,74,688,17,9
517,94,342,1435,1291,505,1510,1949,95,8273,198,696,42,17
518,119,378,1798,1595,1042,1722,2439,119,8455,319,609,62,42
519,139,304,1677,1323,737,1512,2001,162,8892,210,486,46,62
520,113,192,1282,1040,375,1258,1701,192,8693,117,396,28,46
521,88,130,871,850,124,1094,1489,197,8743,68,384,16,28
522,73,106,759,875,137,1129,1524,206,8797,74,367,17,16
523,73,102,790,924,179,1125,1542,218,8771,86,339,17,17
524,72,99,0,0,222,0,0,0,0,0,0,17,17
525,81,108,0,0,197,0,0,0,0,0,0,19,17
526,93,131,0,0,319,0,0,0,0,0,0,23,19
527,106,163,1187,1193,388,1308,1193,236,7913,164,275,33,23
528,132,211,1399,1331,589,1529,2028,228,8814,212,321,42,33
529,164,267,1644,1429,840,1592,2089,208,8878,250,367,55,42
530,161,269,1599,1302,655,1536,1922,183,8493,202,409,49,55
531,124,154,1223,1007,254,1192,1604,168,8341,108,440,25,49
532,113,127,1200,976,188,1186,1570,158,8569,99,480,2,25
533,103,122,1118,920,120,1203,1529,149,8757,85,520,2,2
534,104,126,1067,899,157,1139,1514,141,8701,80,544,2,2
535,93,84,1048,795,88,1072,1442,133,8922,56,588,13,2
536,60,58,718,667,68,954,1350,133,9229,32,609,1,13
537,0,0,797,673,57,951,1381,118,8869,33,643,9,1
538,52,37,749,638,36,926,1342,112,8775,28,659,0,9
539,66,56,737,628,51,968,1372,113,9738,26,729,7,0
540,82,91,903,727,93,1067,1448,114,9671,43,718,11,7
541,109,159,1159,1083,284,1386,1833,119,10254,130,737,26,11
542,114,190,1365,1306,486,1474,2060,126,10221,203,702,39,26
543,139,249,1510,1316,798,1569,2054,136,10136,207,653,5,39
544,127,196,1386,1177,524,1375,1898,169,10013,159,523,33,5
545,127,180,1368,1123,468,1328,1821,194,9855,142,441,29,33
546,135,167,1347,1176,454,1341,1825,229,9322,159,338,31,29
547,130,159,1242,1183,461,1297,1773,236,9001,161,313,3,31
548,126,152,1138,1139,391,1303,1761,247,9371,147,305,27,3
549,121,149,1080,1116,337,1281,1703,261,9101,140,273,27,27
550,122,143,1002,1103,297,1248,1632,276,8288,136,228,26,27
551,138,185,1212,1288,588,1382,1799,269,7792,197,223,37,26
552,165,223,1486,1385,721,1491,1915,243,9012,233,301,45,37
553,154,215,1567,1407,710,1620,2052,212,9978,241,401,47,45
554,168,271,1723,1439,787,1693,2083,194,9483,254,425,55,47
555,146,180,1399,1121,415,1374,1685,185,9074,141,430,3,55
556,124,115,1291,982,245,1287,1582,178,9467,101,470,19,3
557,124,149,1443,1052,294,1408,1684,168,10100,121,532,23,19
558,106,98,1270,941,139,1254,1566,171,9990,90,518,16,23
559,88,73,1110,827,98,1141,1488,162,9933,63,542,13,16
560,83,69,1060,777,88,1141,1455,151,9886,53,582,12,13
561,0,0,965,697,66,1042,1410,151,9796,38,576,9,12
562,74,60,891,651,57,986,1380,145,9488,30,580,8,9
563,64,56,905,673,57,1005,1387,137,9631,33,616,8,8
564,69,73,899,683,60,1041,1398,139,9408,35,596,9,8
565,91,159,1136,959,200,1272,1660,133,9399,95,617,2,9
566,96,203,1391,1154,451,1436,1872,151,9486,152,558,3,2
567,106,211,1460,1126,422,1472,1816,170,9684,143,505,31,3
568,0,0,1410,1023,0,1418,1720,197,9837,112,433,0,31
569,0,0,1372,1030,0,1410,1743,207,10092,114,417,0,0
570,0,0,1266,1096,0,1438,1779,233,10098,134,358,0,0
571,0,0,1014,1000,0,1278,1621,238,8897,106,305,0,0
572,0,0,870,1006,0,1257,1573,248,8325,108,270,0,0
573,0,0,905,1046,0,1331,1635,250,8575,119,275,0,0
574,0,0,991,1102,0,1361,1704,258,8675,135,265,0,0
575,0,0,1076,1156,0,1398,1722,251,8496,152,271,0,0
576,0,0,1249,1213,0,1483,1798,237,8273,171,286,0,0
577,0,0,1548,1471,0,1697,2153,221,9681,267,368,0,0
578,0,0,1300,1124,0,1459,1823,199,10912,142,475,0,0
579,0,0,1029,918,0,1268,1602,187,10772,85,504,0,0
580,0,0,1207,1128,0,1469,1870,181,10587,143,513,0,0
581,0,0,1047,952,0,1316,1644,175,10648,93,538,0,0
582,0,0,923,892,0,1224,1580,167,10634,78,565,0,0
583,0,0,862,843,0,1215,1551,159,10635,67,592,0,0
584,0,0,752,782,0,1115,1500,152,10726,54,624,0,0
585,0,0,791,793,0,1124,1521,147,10766,56,650,0,0
586,0,0,697,682,0,1028,1448,143,10594,35,653,0,0
587,0,0,664,650,0,1010,1434,137,10393,30,665,0,0
588,0,0,891,731,0,1074,1488,129,10264,44,691,0,0
589,0,0,813,684,0,1034,1423,137,10135,35,648,0,0
590,0,0,828,720,0,1130,1461,153,10181,42,590,0,0
591,0,0,1057,900,0,1275,1634,181,10272,80,498,0,0
592,0,0,1011,939,0,1324,1658,215,10301,90,407,0,0
593,0,0,932,902,0,1268,1589,233,10457,81,371,0,0
594,0,0,881,924,0,1272,1603,251,10594,86,338,0,0
595,0,0,646,860,0,1160,1531,256,10393,71,321,0,0
596,0,0,536,792,0,1136,1476,258,10143,56,311,0,0
597,0,0,746,977,0,1296,1642,261,10253,100,308,0,0
598,0,0,833,996,0,1345,1678,244,10850,105,360,0,0
599,0,0,802,983,0,1296,1626,230,10053,101,362,0,0
600,0,0,838,977,0,1258,1636,221,10336,100,393,0,0
601,0,0,1051,1085,0,1420,1756,198,10208,130,446,0,0
602,0,0,1041,997,0,1366,1673,185,10323,105,489,0,0
603,0,0,646,772,0,1113,1493,166,10481,52,561,0,0
604,0,0,769,853,0,1196,1556,158,10464,69,588,0,0
605,0,0,785,829,0,1188,1540,153,10501,64,608,0,0
606,0,0,613,750,0,1102,1470,147,10717,47,644,0,0
607,0,0,430,611,0,969,1330,148,10584,24,633,0,0
608,0,0,485,600,0,983,1375,150,10418,22,615,0,0
609,0,0,467,505,0,876,1294,155,9961,11,569,0,0
610,0,0,436,489,0,884,1278,160,9742,9,540,0,0
611,0,0,682,658,0,1024,1417,135,9809,31,639,0,0
612,0,0,927,822,0,1126,1541,129,9688,62,653,0,0
613,0,0,1192,1089,0,1415,1795,134,9582,132,625,0,0
614,0,0,1615,1449,0,1631,2299,145,9630,258,588,0,0
615,0,0,1505,1247,0,1499,1972,153,9773,182,567,0,0
616,124,236,1451,1127,424,1461,1836,156,10075,143,574,31,0
617,121,228,1409,1107,339,1430,1853,166,10382,137,552,3,31
618,114,206,1434,1171,445,1498,1942,170,10434,157,543,32,3
619,114,188,1457,1162,535,1454,1915,180,10552,154,515,31,32
620,106,158,1325,1069,278,1402,1793,195,10653,126,475,25,31
621,89,124,1120,971,256,1327,1705,216,10606,98,417,21,25
622,82,98,931,963,245,1273,1662,222,10106,96,383,2,21
623,111,160,1212,1190,458,1457,1877,203,10053,163,428,32,2
624,132,194,1353,1290,710,1543,2011,197,10312,198,454,41,32
625,121,174,1359,1239,678,1499,1957,188,10199,180,475,39,41
626,116,157,1273,1102,436,1378,1796,179,10064,136,494,31,39
627,100,109,1079,928,178,1243,1622,175,10090,87,509,2,31
628,89,85,973,885,160,1196,1589,174,10230,77,518,17,2
629,92,90,951,869,177,1137,1554,170,10363,73,539,16,17
630,71,61,714,718,101,1015,1428,166,10408,41,554,1,16
631,51,36,579,635,66,978,1382,159,10224,27,570,8,1
632,39,25,542,547,40,933,1336,150,10059,15,592,5,8
633,0,0,562,579,54,927,1370,145,10041,19,614,5,5
634,35,24,526,569,39,908,1360,141,9883,18,616,5,5
635,64,73,659,677,62,980,1435,146,9711,34,588,8,5
636,94,164,1012,920,120,1236,1641,144,9594,85,589,17,8
637,134,329,1564,1407,599,1664,2198,153,9538,241,552,45,17
638,129,302,1806,1636,1084,1757,2560,162,9576,337,525,62,45
639,125,256,1604,1350,776,1524,2096,184,9734,220,463,44,62
640,107,182,1288,1119,470,1329,1823,196,9407,141,418,29,44
641,78,105,931,884,169,1167,1580,202,9370,76,401,16,29
642,91,136,1162,1132,304,1369,1818,209,8939,145,366,26,16
643,116,167,1064,1103,405,1284,1704,204,8229,136,347,29,26
644,131,166,913,1032,297,1221,1630,193,7813,115,354,25,29
645,113,115,684,947,220,1096,1519,186,7829,92,369,19,25
646,98,109,710,988,226,1143,1590,188,7883,103,368,19,19
647,116,143,923,1116,456,1251,1716,175,8068,140,406,27,19
648,120,159,1006,1148,470,1268,1776,168,8428,150,443,3,27
649,126,181,1083,1150,503,1314,1784,163,8746,151,477,33,3
650,126,178,1161,1142,459,1315,1807,156,8947,148,507,32,33
651,90,91,800,918,227,1095,1527,157,8768,85,494,18,32
652,81,76,647,808,152,1027,1458,158,8653,59,486,13,18
653,74,66,649,752,94,1012,1393,157,8325,48,470,11,13
654,67,56,575,710,93,948,1352,157,8121,40,459,9,11
655,46,35,455,603,49,889,1271,156,7920,23,449,7,9
656,30,21,392,538,30,830,1214,156,7827,14,444,4,7
657,0,0,340,464,30,801,1154,161,7718,7,424,3,4
658,19,12,320,468,30,804,1166,157,8063,7,454,3,3
659,32,22,331,478,32,824,1200,153,8617,8,501,3,3
660,61,55,426,688,59,1000,1398,142,9443,36,586,8,3
661,111,152,830,1082,277,1307,1769,143,9431,129,582,28,8
662,102,153,1006,1171,454,1286,1821,150,8817,157,520,31,28
663,116,152,820,925,211,1150,1576,136,9519,86,614,23,31
664,96,112,737,876,196,1087,1554,161,9675,74,531,16,23
665,97,119,790,839,110,1016,1448,166,8294,66,443,15,16
666,110,122,760,892,164,1029,1474,174,7922,78,403,16,15
667,103,115,767,943,151,1109,1604,181,8679,91,422,18,16
668,79,84,626,817,112,997,1426,144,8433,61,518,14,18
669,104,146,776,880,117,1177,1552,109,9953,75,764,19,14
670,69,65,589,808,120,1045,1421,164,8819,59,477,12,19
671,96,120,872,1073,251,1171,1623,180,7598,127,371,23,12
672,121,185,996,1101,435,1221,1700,147,8089,135,487,33,23
673,129,157,1033,1133,345,1262,1748,113,9514,145,713,31,33
674,116,174,982,1013,343,1207,1632,100,9087,110,740,33,31
675,71,62,518,666,62,956,1282,98,8702,32,718,12,33
676,85,81,631,727,70,1020,1391,93,8796,43,752,13,12
677,101,118,879,861,114,1107,1510,96,9088,71,760,19,13
678,97,95,839,752,88,1020,1398,93,8799,48,750,14,19
679,89,84,876,798,95,1051,1455,90,8825,57,767,15,14
680,72,56,827,716,83,965,1383,82,8672,41,796,11,15
681,0,0,781,672,63,890,1338,76,8437,33,806,8,11
682,57,43,699,568,38,823,1263,83,8302,18,756,0,8
683,62,69,723,642,68,869,1288,81,7798,28,721,8,0
684,64,74,797,754,59,939,1384,81,7609,48,704,11,8
685,80,161,1138,1109,226,1274,1723,81,7627,138,705,26,11
686,118,308,1605,1482,802,1512,2189,99,7859,271,643,51,26
687,130,300,1569,1271,585,1435,1885,130,8090,191,542,42,51
688,113,189,1319,1041,324,1207,1620,165,7912,117,426,26,42
689,112,164,1198,1075,308,1223,1678,193,7566,127,342,24,26
690,96,122,958,1026,238,1121,1541,215,6941,113,274,21,24
691,125,166,1068,1123,301,1176,1609,204,6323,142,267,26,21
692,128,181,1010,1114,294,1144,1551,206,5432,139,226,28,26
693,101,127,928,1089,353,1136,1552,206,5931,132,248,25,28
694,95,106,816,1004,209,1085,1454,210,6264,107,254,19,25
695,138,192,1216,1287,538,1297,1798,215,6203,197,245,36,19
696,154,241,1463,1404,808,1408,1972,193,6357,240,286,46,36
697,171,326,1791,1530,974,1618,2167,180,6737,291,329,63,46
698,136,232,1425,1172,544,1319,1699,158,7096,158,398,43,63
699,93,92,922,857,138,1045,1410,153,7194,70,415,16,43
700,99,95,971,824,92,1058,1411,141,7363,63,460,14,16
701,106,129,0,0,137,0,0,0,0,0,0,2,14
702,109,154,0,0,189,0,0,0,0,0,0,24,2
703,97,118,0,0,159,0,0,0,0,0,0,18,24
704,83,69,0,0,80,0,0,0,0,0,0,1,18
705,0,0,0,0,66,0,0,0,0,0,0,1,1
706,79,97,0,0,87,0,0,0,0,0,0,1,1
707,84,145,0,0,79,0,0,0,0,0,0,9,1
708,86,169,0,0,150,0,0,0,0,0,0,15,9
709,111,250,0,0,196,0,0,0,0,0,0,26,15
710,117,215,0,0,299,0,0,0,0,0,0,29,26
711,122,237,0,0,254,0,0,0,0,0,0,27,29
712,119,190,0,0,226,0,0,0,0,0,0,24,27
713,121,219,0,0,262,0,0,0,0,0,0,26,24
714,127,294,0,0,505,0,0,0,0,0,0,41,26
715,135,253,0,0,512,0,0,0,0,0,0,43,41
716,119,176,0,0,159,0,0,0,0,0,0,22,43
717,137,243,0,0,337,0,0,0,0,0,0,34,22
718,139,214,0,0,357,0,0,0,0,0,0,36,34
719,117,141,0,0,194,0,0,0,0,0,0,25,36
720,127,166,0,0,278,0,0,0,0,0,0,28,25
721,137,197,0,0,303,0,0,0,0,0,0,34,28
722,127,191,0,0,234,0,0,0,0,0,0,3,34
723,107,159,0,0,128,0,0,0,0,0,0,21,3
724,102,175,0,0,160,0,0,0,0,0,0,24,21
725,95,157,1151,917,169,1176,1560,120,9523,84,679,23,24
726,79,83,975,783,77,1047,1449,120,9336,54,669,13,23
727,78,118,1034,854,98,1116,1533,115,9503,69,701,17,13
728,75,101,980,832,102,1074,1507,114,9390,64,698,17,17
729,0,0,825,687,65,922,1390,111,9128,36,693,1,17
730,52,46,807,669,69,898,1386,108,9092,33,703,8,1
731,55,81,842,708,89,970,1435,102,9129,40,734,1,8
732,65,112,950,812,134,1073,1500,108,9142,60,705,14,1
733,72,150,1024,906,157,1081,1591,110,9279,82,710,17,14
734,76,138,1098,976,167,1159,1663,124,9206,99,640,2,17
735,84,124,1011,931,157,1112,1588,150,8993,88,531,2,2
736,90,124,931,917,172,1112,1542,166,8313,84,444,19,2
737,89,115,811,877,114,1063,1481,180,7862,75,384,21,19
738,87,101,756,892,166,1032,1457,206,7213,78,300,18,21
739,88,90,607,829,94,936,1336,199,6137,64,267,15,18
740,81,90,498,766,108,883,1238,198,5283,51,231,13,15
741,89,89,540,852,98,942,1318,214,5722,69,227,14,13
742,91,92,544,850,132,943,1296,221,5605,68,213,15,14
743,104,103,620,875,144,1007,1357,211,6040,74,245,17,15
744,111,122,740,927,165,1037,1426,183,6562,87,316,2,17
745,129,159,921,1022,210,1127,1534,161,6372,112,350,25,2
746,133,172,1033,996,277,1123,1551,148,6929,105,415,24,25
747,115,125,984,909,168,1110,1487,132,7577,82,503,2,24
748,125,187,1193,1037,248,1247,1618,123,7916,116,555,29,2
749,117,174,1219,967,235,1220,1545,118,7833,97,566,25,29
750,84,75,913,770,84,1028,1326,112,7469,51,562,14,25
751,63,48,750,711,75,978,1304,110,7418,40,566,12,14
752,68,61,772,694,62,949,1310,93,7531,37,643,1,12
753,0,0,712,709,66,910,1329,88,7501,40,660,1,1
754,52,38,712,651,49,863,1286,78,7463,30,704,0,1
755,49,38,727,643,38,836,1306,77,7463,29,707,7,0
756,49,41,746,644,44,856,1301,74,7346,29,710,8,7
757,52,51,733,651,60,888,1298,82,7283,30,666,9,8
758,58,61,727,694,88,912,1343,87,7267,37,643,11,9
759,51,47,642,706,70,938,1320,130,7116,39,479,1,11
760,77,87,810,823,94,1053,1386,174,6990,62,354,16,1
761,90,107,851,870,126,1087,1412,202,6830,73,292,18,16
762,118,161,911,945,181,1153,1425,227,6224,92,229,26,18
763,70,61,611,710,66,894,1200,223,5955,40,224,11,26
764,35,26,368,606,54,797,1076,222,4993,23,189,6,11
765,46,42,369,658,48,854,1108,220,4969,31,190,9,6
766,58,55,394,665,66,892,1150,210,5788,32,236,1,9
767,61,65,415,672,65,935,1183,196,6162,33,274,12,1
768,80,75,469,709,68,989,1233,179,6258,40,308,14,12
769,93,93,607,797,118,1063,1285,164,6532,57,353,2,14
770,78,63,498,674,65,922,1205,156,6575,34,375,11,2
771,76,60,481,680,63,925,1217,155,6438,35,367,11,11
772,74,63,465,648,61,924,1186,145,6428,29,390,11,11
773,81,66,478,661,63,914,1187,142,6163,31,382,11,11
774,58,41,366,556,31,840,1094,137,5957,16,383,7,11
775,59,42,332,514,29,799,1036,141,5442,11,340,6,7
776,54,36,346,581,34,856,1111,146,5605,20,340,7,6
777,0,0,350,560,34,830,1066,144,5364,17,328,6,7
778,25,16,274,462,9,753,955,139,4868,7,309,3,6
779,26,16,263,448,14,785,1003,135,5852,5,379,3,3
780,49,33,314,472,23,835,1117,139,6871,7,436,4,3
781,53,39,367,494,36,865,1185,135,7706,9,501,5,4
782,57,45,432,541,39,922,1246,133,8169,15,536,6,5
783,73,63,536,598,38,975,1293,134,8576,22,560,8,6
784,78,71,555,646,55,1040,1325,130,8860,29,596,1,8
785,93,104,677,707,75,1115,1384,127,9173,39,627,13,1
786,71,85,557,641,64,1004,1305,121,8505,28,605,11,13
787,56,53,421,536,39,895,1229,112,8537,14,644,6,11
788,60,58,423,563,42,917,1257,107,8703,17,676,7,6
789,77,89,519,689,78,1025,1325,114,8236,36,612,12,7
790,82,96,533,660,69,1035,1301,99,8581,31,705,14,12
791,77,88,537,682,67,1025,1313,103,8151,35,652,12,14
792,91,100,612,705,83,1040,1324,110,7714,39,589,13,12
793,93,127,697,776,79,1070,1369,106,7595,52,595,18,13
794,82,88,573,692,68,964,1292,106,7362,37,577,12,18
795,74,66,489,635,56,904,1233,106,7149,27,561,8,12
796,68,61,474,626,49,913,1234,103,7239,26,580,8,8
797,65,54,455,610,56,914,1230,104,7352,24,584,8,8
798,58,46,433,587,48,893,1219,107,7459,20,582,7,8
799,36,25,376,532,27,844,1176,105,7624,13,599,5,7
800,29,18,360,518,29,837,1182,105,7704,12,608,3,5
801,0,0,384,530,32,868,1215,106,8068,13,631,4,3
802,28,21,363,489,47,825,1171,111,7925,9,601,3,4
803,68,76,525,656,66,956,1356,101,8443,31,684,7,3
804,99,149,873,853,163,1124,1531,100,8456,69,687,16,7
805,130,328,1399,1272,524,1496,2011,110,8398,191,642,39,16
806,128,282,1501,1354,657,1452,2057,120,8138,221,581,45,39
807,120,206,1186,1042,324,1172,1641,128,7643,118,520,27,45
808,93,133,911,871,144,1020,1426,126,7387,73,508,16,27
809,96,137,919,900,135,1044,1471,138,7435,80,474,16,16
810,84,116,791,866,140,1020,1429,151,7294,72,427,16,16
811,87,112,751,885,141,1009,1439,163,7006,77,381,15,16
812,87,128,805,966,181,1073,1537,166,6867,97,367,18,15
813,103,145,966,971,227,1098,1527,158,7241,98,405,21,18
814,88,110,869,887,149,1061,1462,163,7712,77,418,17,21
815,118,184,1196,1158,425,1289,1791,161,7783,153,428,3,17
816,134,243,1523,1337,669,1442,2004,153,8074,215,468,46,3
817,144,259,1579,1343,680,1479,1995,147,7815,217,470,5,46
818,129,205,1370,1138,446,1266,1747,141,7931,146,496,35,5
819,108,144,1204,952,205,1149,1577,135,8351,93,541,21,35
820,104,152,1201,954,194,1168,1586,123,8461,94,592,21,21
821,90,108,1122,847,115,1079,1463,116,8510,68,622,15,21
822,74,64,1003,760,74,1047,1379,115,8303,49,614,11,15
823,73,73,918,705,85,936,1364,109,8395,39,646,9,11
824,60,47,836,635,66,900,1307,111,8331,27,632,7,9
825,0,0,759,576,60,839,1285,107,8284,19,644,4,7
826,57,45,755,563,40,840,1275,107,8174,17,638,0,4
827,62,79,820,670,47,905,1346,102,8196,33,658,9,0
828,71,113,998,875,116,1079,1535,103,8225,74,656,16,9
829,94,263,1403,1246,478,1417,1921,108,8307,182,640,39,16
830,99,275,1641,1497,836,1529,2278,133,8453,277,556,5,39
831,119,263,1534,1248,655,1397,1906,158,8328,183,468,43,5
832,103,183,1257,1061,312,1214,1662,195,7738,123,344,27,43
833,95,147,1026,935,195,1109,1518,211,7450,89,302,21,27
834,95,132,993,993,238,1122,1571,184,7185,104,342,21,21
835,0,0,919,966,0,1094,1519,210,7538,97,306,0,21
836,0,0,1032,1076,0,1164,1653,214,7231,128,287,0,0
837,0,0,1077,1082,0,1188,1653,213,6856,129,273,0,0
